method,fraction,run,algorithm,auc_score
nar,0.45,13,RandomForestScorer,0.92513839692188
nar,0.25,19,RandomForestScorer,0.9376655000329852
nar,0.4,4,AUMScorer,0.7966222591216041
nnar,0.5,0,RandomForestScorer,0.92785974420615
ncar,0.4,18,RandomForestScorer,0.9339598272698424
nar,0.1,9,RandomForestScorer,0.9595398475710988
nnar,0.4,17,RandomForestScorer,0.925259142309134
nnar,0.3,10,AUMScorer,0.8119728417540214
ncar,0.4,14,ModelScorer,0.8571428571428571
nnar,0.4,13,ModelScorer,0.7857142857142857
ncar,0.45,4,ModelScorer,0.9285714285714286
nnar,0.45,3,ModelScorer,0.8571428571428571
nar,0.2,11,AUMScorer,0.8693620958894609
nnar,0.45,18,RandomForestScorer,0.9261593404933944
nnar,0.35,12,ModelScorer,0.8571428571428571
nar,0.15,13,AUMScorer,0.88342241946947
ncar,0.3,12,AUMScorer,0.802851295418384
nar,0.3,11,RandomForestScorer,0.9332483367031836
ncar,0.35,2,AUMScorer,0.7786877897026891
ncar,0.2,1,AUMScorer,0.8247199407983599
ncar,0.1,15,RandomForestScorer,0.9613847072335026
nnar,0.25,9,RandomForestScorer,0.9427737501752804
ncar,0.05,8,ModelScorer,1.0
nnar,0.35,1,AUMScorer,0.765264273362639
nar,0.3,14,AUMScorer,0.8512991973075468
nnar,0.05,7,ModelScorer,1.0
nnar,0.2,0,AUMScorer,0.7823574308744047
ncar,0.1,18,AUMScorer,0.8027240352773584
ncar,0.15,5,RandomForestScorer,0.9496192752680784
nnar,0.1,17,AUMScorer,0.8151279861167466
ncar,0.15,1,ModelScorer,0.9285714285714284
nar,0.45,6,AUMScorer,0.7537505222774836
nnar,0.1,5,RandomForestScorer,0.9556111699915012
nnar,0.1,1,ModelScorer,0.9285714285714284
ncar,0.2,13,ModelScorer,0.9285714285714286
ncar,0.35,14,ModelScorer,0.8571428571428571
nnar,0.2,12,ModelScorer,0.9285714285714286
ncar,0.4,2,AUMScorer,0.7086381503957851
nar,0.15,2,RandomForestScorer,0.9501523432822316
ncar,0.5,14,AUMScorer,0.6565835852062848
nnar,0.45,6,ModelScorer,0.9285714285714284
ncar,0.25,18,RandomForestScorer,0.9514322705126186
nar,0.25,15,ModelScorer,1.0
nar,0.05,10,AUMScorer,0.9020782801562238
nar,0.2,14,AUMScorer,0.8277880538088302
nnar,0.35,19,RandomForestScorer,0.942919584665452
nar,0.25,4,AUMScorer,0.8245295916830526
nar,0.1,5,ModelScorer,1.0
nar,0.2,2,RandomForestScorer,0.9454031462190502
ncar,0.05,15,RandomForestScorer,0.9723049969537554
nnar,0.05,14,RandomForestScorer,0.9727994749396436
nar,0.5,14,RandomForestScorer,0.920753770934606
nnar,0.5,14,AUMScorer,0.7076109778373069
nar,0.3,17,AUMScorer,0.8070186634301288
nar,0.35,4,RandomForestScorer,0.9383705261768512
ncar,0.15,8,RandomForestScorer,0.9506917599218055
nar,0.35,7,AUMScorer,0.8362011509430735
nnar,0.05,10,ModelScorer,1.0
ncar,0.15,11,AUMScorer,0.7816714117920907
ncar,0.45,19,RandomForestScorer,0.9351965987653692
nnar,0.15,10,AUMScorer,0.7973548773022192
nar,0.15,10,RandomForestScorer,0.95531926463472
nnar,0.1,8,RandomForestScorer,0.9657287018477608
ncar,0.45,15,ModelScorer,0.7142857142857143
nnar,0.45,14,ModelScorer,0.9285714285714284
ncar,0.1,11,ModelScorer,0.9285714285714284
nar,0.35,19,ModelScorer,0.8571428571428571
nar,0.4,16,AUMScorer,0.8213660546845998
nnar,0.25,5,ModelScorer,0.9285714285714286
nar,0.5,15,RandomForestScorer,0.8963144809704209
nnar,0.4,1,RandomForestScorer,0.9376564991260994
ncar,0.4,5,AUMScorer,0.7545802608298021
nar,0.4,4,RandomForestScorer,0.9418762389884636
nnar,0.4,4,AUMScorer,0.7587196115360809
ncar,0.35,13,AUMScorer,0.7706478374170231
nnar,0.35,12,AUMScorer,0.8019914906549572
nnar,0.3,7,RandomForestScorer,0.9389365960245484
nnar,0.3,18,RandomForestScorer,0.929058555489372
nar,0.05,12,AUMScorer,0.8882530576466103
nar,0.45,11,RandomForestScorer,0.887629470343415
ncar,0.1,19,ModelScorer,0.7857142857142857
ncar,0.15,9,ModelScorer,0.9285714285714284
nar,0.3,12,RandomForestScorer,0.9196448794012916
ncar,0.15,15,RandomForestScorer,0.949112370455732
ncar,0.35,4,ModelScorer,0.9285714285714284
nar,0.25,2,RandomForestScorer,0.9387530897591808
ncar,0.5,7,AUMScorer,0.7199685168061574
nar,0.15,5,AUMScorer,0.8790425345725728
nar,0.05,1,ModelScorer,1.0
nar,0.25,16,AUMScorer,0.8185198205463018
nar,0.2,5,ModelScorer,0.9285714285714286
ncar,0.4,12,ModelScorer,0.9285714285714284
nnar,0.4,11,ModelScorer,0.8571428571428571
nar,0.35,18,AUMScorer,0.8169537866919953
nar,0.2,0,RandomForestScorer,0.945358293801938
nnar,0.15,1,ModelScorer,1.0
ncar,0.4,1,AUMScorer,0.7162952054241915
nar,0.5,17,ModelScorer,0.7142857142857143
nnar,0.3,8,RandomForestScorer,0.9415599753290628
ncar,0.4,9,RandomForestScorer,0.9062265087588772
ncar,0.45,3,ModelScorer,0.7857142857142858
nar,0.3,8,ModelScorer,1.0
ncar,0.45,14,ModelScorer,0.8571428571428571
nnar,0.15,12,AUMScorer,0.7970601409338199
ncar,0.5,15,ModelScorer,0.9285714285714284
ncar,0.5,4,ModelScorer,0.857142857142857
ncar,0.15,16,RandomForestScorer,0.9472524820294262
nnar,0.25,12,AUMScorer,0.8021699502512685
ncar,0.5,10,RandomForestScorer,0.9049463851828276
nar,0.1,3,ModelScorer,1.0
nnar,0.3,13,AUMScorer,0.7811996797716204
ncar,0.2,3,AUMScorer,0.773247976074523
ncar,0.1,6,RandomForestScorer,0.9614952739849268
nnar,0.2,2,AUMScorer,0.8013904173058628
nnar,0.2,13,AUMScorer,0.7589338021997218
nnar,0.35,14,ModelScorer,0.8571428571428572
ncar,0.35,16,AUMScorer,0.7270540852898298
nnar,0.25,3,ModelScorer,0.9285714285714286
nar,0.4,18,ModelScorer,0.7857142857142857
nar,0.4,7,ModelScorer,0.9285714285714284
nnar,0.3,4,ModelScorer,0.8571428571428572
nar,0.45,8,ModelScorer,0.7142857142857142
ncar,0.05,6,RandomForestScorer,0.9713013509660188
nar,0.5,9,ModelScorer,0.7857142857142857
ncar,0.05,17,RandomForestScorer,0.9668038164576014
nar,0.05,15,AUMScorer,0.8378451219292863
nar,0.5,4,RandomForestScorer,0.8726886977254792
ncar,0.15,12,ModelScorer,0.9285714285714284
ncar,0.2,11,ModelScorer,0.9285714285714286
nnar,0.1,3,AUMScorer,0.838930649182003
ncar,0.25,12,ModelScorer,0.9285714285714286
ncar,0.15,7,RandomForestScorer,0.9534797013575336
ncar,0.45,1,RandomForestScorer,0.8796661803410575
nnar,0.25,17,RandomForestScorer,0.9421927705918534
nar,0.15,11,RandomForestScorer,0.9558104168429232
ncar,0.3,8,RandomForestScorer,0.94045086604955
ncar,0.3,19,RandomForestScorer,0.9433254648280834
nar,0.3,9,AUMScorer,0.8237405719966353
nar,0.35,10,AUMScorer,0.8159432005658649
nnar,0.4,3,ModelScorer,0.9285714285714286
nnar,0.4,14,ModelScorer,0.9285714285714284
nar,0.25,10,AUMScorer,0.8222352274426461
nar,0.1,15,AUMScorer,0.8651984081644533
nnar,0.45,4,ModelScorer,0.8571428571428571
nnar,0.45,15,ModelScorer,0.8571428571428571
nar,0.05,12,ModelScorer,0.9285714285714284
nnar,0.05,0,AUMScorer,0.9494337171690136
ncar,0.35,10,RandomForestScorer,0.9402059511771182
nnar,0.2,0,RandomForestScorer,0.9531030851457246
nnar,0.35,1,RandomForestScorer,0.931367288641776
nar,0.15,5,ModelScorer,0.8571428571428572
ncar,0.5,7,ModelScorer,0.7857142857142856
nar,0.2,11,RandomForestScorer,0.9459794433548756
nnar,0.1,17,RandomForestScorer,0.957756059948588
nnar,0.25,1,RandomForestScorer,0.9430658446280132
nar,0.4,5,RandomForestScorer,0.932001380573685
nnar,0.15,7,RandomForestScorer,0.9573029593027133
nar,0.1,6,ModelScorer,1.0
ncar,0.35,15,AUMScorer,0.74762431520741
nnar,0.3,5,AUMScorer,0.8016241095409186
nnar,0.3,16,AUMScorer,0.8120343476566777
nnar,0.5,6,ModelScorer,0.9285714285714286
nar,0.35,18,ModelScorer,0.7857142857142857
nnar,0.2,5,AUMScorer,0.809922567634719
nnar,0.35,6,AUMScorer,0.7384707360805236
nar,0.25,7,ModelScorer,0.8571428571428572
nar,0.25,18,ModelScorer,0.8571428571428572
nar,0.2,16,AUMScorer,0.8474761919763861
nar,0.35,13,RandomForestScorer,0.9328072655135896
nnar,0.1,11,AUMScorer,0.8474181710740285
ncar,0.15,2,AUMScorer,0.8028873361094166
ncar,0.15,13,AUMScorer,0.8070275331262509
nnar,0.05,8,ModelScorer,1.0
nar,0.3,3,RandomForestScorer,0.9366962255549092
nar,0.3,14,RandomForestScorer,0.9416670601811472
ncar,0.1,14,AUMScorer,0.8296319076521854
ncar,0.05,3,ModelScorer,0.9285714285714284
nar,0.45,0,ModelScorer,1.0
nar,0.5,1,ModelScorer,0.8571428571428572
nnar,0.1,2,ModelScorer,0.9285714285714284
ncar,0.4,3,ModelScorer,0.9285714285714286
ncar,0.2,3,ModelScorer,0.8571428571428572
nnar,0.2,13,ModelScorer,0.9285714285714286
nnar,0.45,16,AUMScorer,0.7509386758188147
nnar,0.5,13,RandomForestScorer,0.9372580445599232
ncar,0.25,4,ModelScorer,1.0
nnar,0.25,14,ModelScorer,0.9285714285714286
nnar,0.2,2,ModelScorer,0.8571428571428572
nnar,0.4,6,AUMScorer,0.776516885738149
ncar,0.05,14,AUMScorer,0.8389862872614986
ncar,0.25,10,RandomForestScorer,0.9408370159714986
nar,0.15,14,RandomForestScorer,0.9564925243361698
nar,0.35,9,ModelScorer,0.8571428571428571
ncar,0.3,0,RandomForestScorer,0.941480252182068
nar,0.3,1,AUMScorer,0.7753507721922106
ncar,0.3,11,RandomForestScorer,0.9270109649388134
ncar,0.2,0,RandomForestScorer,0.9398428368705284
nar,0.35,2,AUMScorer,0.7614203194367708
nnar,0.5,7,AUMScorer,0.7528350890691288
ncar,0.1,17,RandomForestScorer,0.9553029707706672
nar,0.1,7,AUMScorer,0.8255713181479817
nar,0.1,18,AUMScorer,0.8538519699194063
ncar,0.25,15,AUMScorer,0.7705342222835577
ncar,0.15,18,RandomForestScorer,0.9492770819553558
ncar,0.35,7,ModelScorer,0.7857142857142857
nar,0.05,15,ModelScorer,1.0
nar,0.15,19,AUMScorer,0.8338235969105189
ncar,0.3,5,AUMScorer,0.7976617703928043
ncar,0.3,16,AUMScorer,0.7770186784065349
nar,0.25,19,AUMScorer,0.8132989671598235
ncar,0.35,2,RandomForestScorer,0.9291151882282384
nar,0.15,8,AUMScorer,0.8521031947377082
nar,0.05,4,ModelScorer,1.0
nnar,0.25,0,ModelScorer,0.9285714285714286
nnar,0.1,3,ModelScorer,1.0
nar,0.2,3,RandomForestScorer,0.950016591767287
nar,0.45,19,ModelScorer,0.6428571428571428
nnar,0.15,10,RandomForestScorer,0.9537160212138016
nar,0.5,2,AUMScorer,0.7279825799307503
nar,0.25,10,ModelScorer,0.9285714285714286
nar,0.1,15,ModelScorer,0.9285714285714284
nar,0.35,16,RandomForestScorer,0.9415563667194936
nnar,0.1,14,AUMScorer,0.8453665054675125
ncar,0.45,6,ModelScorer,0.8571428571428572
nar,0.35,5,RandomForestScorer,0.9380522244549032
nnar,0.15,4,AUMScorer,0.8253765084926495
nnar,0.05,0,ModelScorer,0.9285714285714284
nar,0.25,5,RandomForestScorer,0.933989895090088
nnar,0.05,11,ModelScorer,1.0
nnar,0.15,15,AUMScorer,0.8251667049492827
ncar,0.45,17,ModelScorer,0.8571428571428572
nar,0.15,16,ModelScorer,1.0
ncar,0.5,13,RandomForestScorer,0.917764912612446
nar,0.3,6,RandomForestScorer,0.947040097265781
ncar,0.2,6,AUMScorer,0.7586396049851956
ncar,0.35,15,ModelScorer,0.9285714285714284
nnar,0.2,5,ModelScorer,0.9285714285714286
nar,0.4,0,AUMScorer,0.7297988242517903
ncar,0.35,8,AUMScorer,0.7538243465186003
nnar,0.25,6,ModelScorer,0.8571428571428572
nar,0.2,16,ModelScorer,0.9285714285714286
nnar,0.35,12,RandomForestScorer,0.929974789362077
nnar,0.4,9,AUMScorer,0.7869470677634289
nar,0.4,10,ModelScorer,0.9285714285714286
nar,0.4,16,RandomForestScorer,0.9360978738282963
nnar,0.3,2,RandomForestScorer,0.93577171617444
nar,0.45,6,RandomForestScorer,0.9287056891422382
ncar,0.1,3,ModelScorer,0.8571428571428571
ncar,0.1,14,ModelScorer,0.9285714285714284
nnar,0.5,10,AUMScorer,0.7116573115240297
nar,0.5,7,RandomForestScorer,0.908507284304698
ncar,0.15,4,ModelScorer,1.0
ncar,0.1,9,RandomForestScorer,0.9553697319943928
ncar,0.15,10,RandomForestScorer,0.9454999948550902
nar,0.15,0,AUMScorer,0.8127971922590113
ncar,0.2,9,RandomForestScorer,0.9504125963741132
nar,0.3,19,ModelScorer,0.8571428571428571
nar,0.45,11,AUMScorer,0.7877023020054459
nar,0.3,12,AUMScorer,0.7551173153246784
ncar,0.05,14,ModelScorer,1.0
nnar,0.4,6,ModelScorer,0.9285714285714284
nnar,0.4,17,ModelScorer,0.9285714285714284
nnar,0.45,7,ModelScorer,0.7857142857142857
nnar,0.4,12,RandomForestScorer,0.9372842662240845
nnar,0.45,13,RandomForestScorer,0.9378604456231264
nar,0.35,2,ModelScorer,1.0
nnar,0.5,18,ModelScorer,0.8571428571428572
ncar,0.35,13,RandomForestScorer,0.9390740013766348
ncar,0.4,4,RandomForestScorer,0.9175659167896087
nar,0.2,0,AUMScorer,0.8041458546888706
ncar,0.45,9,ModelScorer,0.7857142857142858
nnar,0.2,3,RandomForestScorer,0.9504776741684016
nar,0.15,8,ModelScorer,0.9285714285714286
ncar,0.4,7,AUMScorer,0.6926425425978826
ncar,0.25,15,ModelScorer,1.0
nar,0.2,14,RandomForestScorer,0.949985160404608
nnar,0.3,15,ModelScorer,0.8571428571428571
ncar,0.3,5,ModelScorer,1.0
nnar,0.25,7,AUMScorer,0.7712968981015309
ncar,0.2,5,ModelScorer,0.9285714285714286
nnar,0.25,18,AUMScorer,0.7655978387512982
ncar,0.45,4,RandomForestScorer,0.905539683713604
nnar,0.3,8,AUMScorer,0.7830774365362891
ncar,0.3,16,ModelScorer,0.8571428571428571
ncar,0.5,5,RandomForestScorer,0.92072851523837
nnar,0.2,8,AUMScorer,0.8185589313530184
ncar,0.35,18,ModelScorer,0.7142857142857142
nar,0.25,16,RandomForestScorer,0.9493142618721292
ncar,0.15,16,AUMScorer,0.7741143834943155
ncar,0.5,10,AUMScorer,0.648928745925031
ncar,0.35,11,AUMScorer,0.8064711691480595
nnar,0.05,17,RandomForestScorer,0.9700735199403446
nar,0.4,2,ModelScorer,0.8571428571428571
nar,0.2,8,ModelScorer,0.9285714285714286
nar,0.2,19,ModelScorer,1.0
nnar,0.15,4,ModelScorer,1.0
nnar,0.15,15,ModelScorer,0.9285714285714284
ncar,0.05,1,RandomForestScorer,0.9668545629259058
nar,0.45,9,RandomForestScorer,0.902389514853278
nar,0.5,10,RandomForestScorer,0.9216152304245624
ncar,0.4,6,ModelScorer,0.7857142857142856
ncar,0.2,6,ModelScorer,0.9285714285714286
nnar,0.2,16,ModelScorer,0.8571428571428572
nnar,0.5,16,RandomForestScorer,0.9347471883899192
nar,0.4,13,AUMScorer,0.8321811392475246
ncar,0.2,1,RandomForestScorer,0.9529772947264988
nar,0.3,11,ModelScorer,0.8571428571428571
nar,0.1,5,RandomForestScorer,0.9586618547479416
ncar,0.25,2,RandomForestScorer,0.9428591599626824
nar,0.45,14,AUMScorer,0.7248354317964982
ncar,0.25,13,RandomForestScorer,0.94346363927768
ncar,0.5,18,ModelScorer,0.7857142857142858
nar,0.5,4,AUMScorer,0.806909198364359
ncar,0.3,3,RandomForestScorer,0.9209733741035636
nnar,0.4,9,ModelScorer,0.9285714285714284
ncar,0.15,7,AUMScorer,0.7692186934967953
nar,0.1,10,AUMScorer,0.8450641744479648
ncar,0.45,1,AUMScorer,0.6940172651842751
ncar,0.3,8,AUMScorer,0.7133387943951114
ncar,0.3,19,AUMScorer,0.7245707792595841
nnar,0.05,6,AUMScorer,0.923627771400039
nnar,0.45,5,RandomForestScorer,0.9312277775893134
ncar,0.5,2,AUMScorer,0.6857492823261906
nar,0.05,2,RandomForestScorer,0.9654615305053034
nar,0.05,13,RandomForestScorer,0.9679548828142156
nnar,0.1,1,RandomForestScorer,0.9566915232008943
nar,0.2,17,RandomForestScorer,0.9516885269625458
nnar,0.3,18,ModelScorer,0.7857142857142857
nar,0.45,11,ModelScorer,0.9285714285714284
nar,0.5,12,ModelScorer,0.7857142857142858
nar,0.3,12,ModelScorer,0.7857142857142857
ncar,0.35,10,AUMScorer,0.6768368738075007
nar,0.05,18,AUMScorer,0.830235088222014
nnar,0.3,0,AUMScorer,0.8006779307930787
ncar,0.15,15,ModelScorer,1.0
nar,0.25,2,ModelScorer,0.9285714285714286
nar,0.35,19,RandomForestScorer,0.9405981085287258
nar,0.4,5,AUMScorer,0.8134763970914589
nar,0.25,8,RandomForestScorer,0.9518946207937412
nnar,0.15,18,AUMScorer,0.8176334414541635
ncar,0.45,15,RandomForestScorer,0.9289116142176268
nar,0.3,9,RandomForestScorer,0.9442713759555758
nar,0.2,0,ModelScorer,0.9285714285714286
nar,0.35,13,AUMScorer,0.6779329031464427
nar,0.25,13,AUMScorer,0.8099304675806199
nnar,0.3,8,ModelScorer,0.9285714285714286
ncar,0.4,9,ModelScorer,0.9285714285714284
nnar,0.2,8,ModelScorer,1.0
nnar,0.5,8,RandomForestScorer,0.8628609095530695
ncar,0.05,9,AUMScorer,0.8685401513482827
nnar,0.35,15,RandomForestScorer,0.9351550001536828
ncar,0.15,16,ModelScorer,0.9285714285714284
ncar,0.5,10,ModelScorer,0.7857142857142856
nnar,0.25,15,RandomForestScorer,0.9365316250281872
nar,0.4,8,RandomForestScorer,0.9190548017740962
nar,0.4,19,RandomForestScorer,0.9352800774880866
nnar,0.3,19,AUMScorer,0.7897124422897603
nnar,0.5,2,AUMScorer,0.7343838098668094
nnar,0.5,13,AUMScorer,0.7524326958042546
nnar,0.35,9,AUMScorer,0.7771238530852591
nar,0.1,13,AUMScorer,0.8542879397145501
nar,0.1,2,AUMScorer,0.8553564929811296
ncar,0.25,10,AUMScorer,0.7774805193243945
ncar,0.15,2,RandomForestScorer,0.9491999739065462
nar,0.15,3,AUMScorer,0.8438288112562817
nar,0.15,14,AUMScorer,0.8007364966704527
ncar,0.15,13,RandomForestScorer,0.9524158558093544
ncar,0.3,11,AUMScorer,0.7523998132033456
ncar,0.1,17,AUMScorer,0.8382763603886013
nnar,0.05,15,AUMScorer,0.8798993320224193
ncar,0.05,17,ModelScorer,0.9285714285714284
nnar,0.1,4,RandomForestScorer,0.9550831125323496
nar,0.45,14,ModelScorer,0.9285714285714286
nnar,0.35,0,ModelScorer,1.0
nnar,0.4,15,RandomForestScorer,0.9345746310221238
nar,0.5,4,ModelScorer,0.9285714285714286
nar,0.5,15,ModelScorer,0.8571428571428571
nnar,0.15,5,RandomForestScorer,0.9486953340734496
nnar,0.25,5,RandomForestScorer,0.9522551650299218
ncar,0.15,7,ModelScorer,1.0
nar,0.35,0,RandomForestScorer,0.9341106937836096
nar,0.2,3,AUMScorer,0.836551480139216
ncar,0.25,18,ModelScorer,0.9285714285714286
ncar,0.4,10,AUMScorer,0.7642903178072584
nnar,0.1,9,AUMScorer,0.8627676749081594
ncar,0.5,2,ModelScorer,0.9999999999999998
ncar,0.3,8,ModelScorer,0.9285714285714286
ncar,0.45,7,RandomForestScorer,0.913085408530981
ncar,0.3,19,ModelScorer,0.9285714285714286
nar,0.15,17,RandomForestScorer,0.953942782359352
ncar,0.5,8,RandomForestScorer,0.897755691372294
nnar,0.5,7,RandomForestScorer,0.8849826964144627
nar,0.35,5,AUMScorer,0.8076807915599241
nar,0.35,16,AUMScorer,0.7948754599380305
nar,0.1,7,RandomForestScorer,0.956592408483272
nar,0.25,5,AUMScorer,0.825629351427208
nnar,0.45,10,ModelScorer,0.9285714285714284
nnar,0.25,1,ModelScorer,1.0
nnar,0.35,7,RandomForestScorer,0.940107121767032
nnar,0.15,18,ModelScorer,0.9285714285714284
nar,0.4,0,RandomForestScorer,0.9301662657484076
nar,0.4,11,RandomForestScorer,0.9335752512972344
nar,0.45,12,RandomForestScorer,0.9192949871491662
nnar,0.15,13,RandomForestScorer,0.9469050633267994
nar,0.45,1,RandomForestScorer,0.9290534421003038
nnar,0.5,5,AUMScorer,0.7504904469047788
nnar,0.3,11,AUMScorer,0.7346135305897125
nnar,0.2,14,RandomForestScorer,0.9528306466471383
nar,0.1,8,RandomForestScorer,0.9554730177245884
nar,0.3,3,ModelScorer,0.9285714285714286
nar,0.45,17,AUMScorer,0.7309708386728281
nnar,0.05,14,ModelScorer,1.0
nar,0.25,6,AUMScorer,0.8374887200438009
ncar,0.1,9,AUMScorer,0.8477851932149453
nnar,0.4,1,ModelScorer,0.8571428571428571
ncar,0.15,10,AUMScorer,0.825794579989246
ncar,0.2,9,AUMScorer,0.8031948955251911
nnar,0.45,19,RandomForestScorer,0.9268964689489788
nnar,0.5,13,ModelScorer,0.7857142857142858
ncar,0.35,8,RandomForestScorer,0.9199011649306452
nar,0.05,5,RandomForestScorer,0.9690116737699104
nnar,0.2,19,ModelScorer,0.9285714285714286
ncar,0.25,10,ModelScorer,0.7857142857142857
nnar,0.25,9,ModelScorer,0.7142857142857143
nnar,0.4,12,AUMScorer,0.7748429765709833
ncar,0.3,11,ModelScorer,0.9285714285714286
nnar,0.3,10,ModelScorer,0.9285714285714286
nnar,0.45,2,AUMScorer,0.7965828439559633
nar,0.15,9,RandomForestScorer,0.9489305204928556
nnar,0.25,2,AUMScorer,0.7747617949867976
nnar,0.45,13,AUMScorer,0.7273662648131038
ncar,0.2,0,ModelScorer,1.0
nnar,0.5,10,RandomForestScorer,0.9302784290327204
ncar,0.1,17,ModelScorer,0.9285714285714284
nnar,0.2,3,AUMScorer,0.8298358588564642
nar,0.3,10,RandomForestScorer,0.938374443590015
nar,0.35,11,RandomForestScorer,0.9420416850266008
ncar,0.45,4,AUMScorer,0.7041609552800815
nar,0.25,0,RandomForestScorer,0.9401147296917338
ncar,0.5,5,AUMScorer,0.5771544539619367
ncar,0.45,18,RandomForestScorer,0.8303587100747508
nnar,0.05,1,RandomForestScorer,0.9715190598960696
nar,0.3,15,AUMScorer,0.8091664399352296
nar,0.2,3,ModelScorer,1.0
nnar,0.05,17,AUMScorer,0.9148230088446224
ncar,0.4,1,ModelScorer,0.9285714285714286
nnar,0.3,6,RandomForestScorer,0.9394781218577414
nar,0.25,5,ModelScorer,0.9285714285714286
nnar,0.3,17,RandomForestScorer,0.9388257667892164
ncar,0.4,7,RandomForestScorer,0.9141224270685888
ncar,0.05,12,AUMScorer,0.8899620378312624
nnar,0.2,17,RandomForestScorer,0.9498196421296852
ncar,0.2,7,RandomForestScorer,0.9522228834893344
nar,0.45,9,AUMScorer,0.7147665540676156
ncar,0.5,13,ModelScorer,0.8571428571428571
nar,0.15,1,RandomForestScorer,0.9464508848581412
nnar,0.25,7,RandomForestScorer,0.9451170663866186
nnar,0.35,18,RandomForestScorer,0.9349236690966496
nar,0.5,10,AUMScorer,0.7254885495462413
ncar,0.05,1,AUMScorer,0.8816713249070529
nar,0.1,0,RandomForestScorer,0.9608231337183476
nnar,0.5,16,AUMScorer,0.7373453231665047
ncar,0.2,12,AUMScorer,0.7717616378253511
nnar,0.2,11,AUMScorer,0.800546309554846
nar,0.1,16,AUMScorer,0.8532322930078372
nar,0.1,5,AUMScorer,0.8430393442854125
ncar,0.25,2,AUMScorer,0.7803463303091696
ncar,0.25,13,AUMScorer,0.7893709135280059
nar,0.15,6,AUMScorer,0.8204429102840959
ncar,0.3,3,AUMScorer,0.7727348371219616
ncar,0.3,14,AUMScorer,0.7692551805891104
ncar,0.35,11,RandomForestScorer,0.9223170902143892
nar,0.05,8,RandomForestScorer,0.971049292566121
nar,0.2,1,RandomForestScorer,0.9482786212881474
nar,0.45,17,ModelScorer,0.8571428571428571
nnar,0.1,7,RandomForestScorer,0.9575986038768332
ncar,0.4,8,RandomForestScorer,0.938106732930554
nnar,0.4,18,RandomForestScorer,0.9059865422846156
nnar,0.3,2,ModelScorer,0.9285714285714286
nnar,0.45,5,AUMScorer,0.7289680286815647
nar,0.05,2,AUMScorer,0.8880979295274691
ncar,0.35,5,AUMScorer,0.7542669063143016
nar,0.05,13,AUMScorer,0.8568057684576865
ncar,0.1,9,ModelScorer,1.0
nar,0.5,13,RandomForestScorer,0.9253832225932324
ncar,0.15,10,ModelScorer,0.8571428571428571
ncar,0.2,9,ModelScorer,0.9285714285714286
nar,0.35,3,RandomForestScorer,0.9491478292117684
nar,0.35,14,RandomForestScorer,0.9441561537080538
nnar,0.1,1,AUMScorer,0.8464150178883886
nnar,0.5,19,RandomForestScorer,0.9222957749859132
ncar,0.4,13,AUMScorer,0.7203070984520371
nar,0.2,6,AUMScorer,0.8343935067002605
nnar,0.1,12,AUMScorer,0.8548938071433139
ncar,0.25,16,RandomForestScorer,0.9485227148362672
nnar,0.15,2,AUMScorer,0.8137451456190931
nar,0.1,19,RandomForestScorer,0.9553159847535146
nar,0.25,3,RandomForestScorer,0.9506330830576688
nnar,0.05,4,RandomForestScorer,0.9698543824526632
ncar,0.5,11,RandomForestScorer,0.8984708198213373
nar,0.3,7,AUMScorer,0.7895475744411484
nar,0.35,8,AUMScorer,0.8109437270860393
nar,0.35,19,AUMScorer,0.8268898840703501
nar,0.25,8,AUMScorer,0.7808558365210984
nnar,0.45,2,ModelScorer,0.9285714285714284
nnar,0.45,13,ModelScorer,0.7857142857142857
ncar,0.45,15,AUMScorer,0.6952913005453106
nnar,0.05,9,AUMScorer,0.9101799485863784
ncar,0.4,4,ModelScorer,0.7857142857142856
ncar,0.5,16,AUMScorer,0.7124866921337863
ncar,0.05,4,AUMScorer,0.8320520731931199
ncar,0.5,5,ModelScorer,0.7857142857142856
nnar,0.1,15,RandomForestScorer,0.9590163390000208
nnar,0.5,15,ModelScorer,0.7857142857142857
nar,0.4,3,RandomForestScorer,0.9359261583520224
nar,0.4,14,RandomForestScorer,0.9351771474879615
nnar,0.15,16,RandomForestScorer,0.9544821532761494
nar,0.45,4,RandomForestScorer,0.925393226980264
nnar,0.5,8,AUMScorer,0.6974822823369663
ncar,0.1,18,RandomForestScorer,0.957732201816238
nnar,0.35,15,AUMScorer,0.8316485184919933
nnar,0.25,4,AUMScorer,0.7729482024536964
nnar,0.25,15,AUMScorer,0.8207048082303148
nar,0.4,8,AUMScorer,0.819232157302052
nar,0.4,19,AUMScorer,0.7962888112323189
nnar,0.05,17,ModelScorer,1.0
ncar,0.1,1,AUMScorer,0.8110482504768184
ncar,0.1,12,AUMScorer,0.8401484352295705
ncar,0.05,1,ModelScorer,0.9285714285714284
ncar,0.05,12,ModelScorer,1.0
ncar,0.05,18,RandomForestScorer,0.964306555132832
nnar,0.4,10,RandomForestScorer,0.9216574457985992
nar,0.5,10,ModelScorer,0.7142857142857142
nnar,0.45,0,RandomForestScorer,0.9187129846092548
nnar,0.45,11,RandomForestScorer,0.9354293287518898
nnar,0.5,16,ModelScorer,0.7857142857142857
nnar,0.2,11,ModelScorer,1.0
nar,0.1,16,ModelScorer,1.0
nnar,0.1,4,AUMScorer,0.8348223814572855
ncar,0.25,2,ModelScorer,0.8571428571428572
