method,fraction,run,algorithm,auc_score
nnar,0.2,4,RandomForestScorer,0.8242401751675468
nnar,0.05,16,RandomForestScorer,0.8647128563775793
nar,0.45,16,AUMScorer,0.5572136085360813
nnar,0.25,16,RandomForestScorer,0.8225218556663286
nar,0.2,19,ModelScorer,0.7857142857142857
nar,0.5,6,AUMScorer,0.421440491608362
nnar,0.4,1,ModelScorer,0.5714285714285714
nnar,0.1,3,AUMScorer,0.6843779248134882
ncar,0.45,5,RandomForestScorer,0.7814303728188825
nnar,0.5,3,ModelScorer,0.6428571428571428
nnar,0.15,15,AUMScorer,0.6510408391078621
nar,0.5,12,ModelScorer,0.7857142857142857
nnar,0.3,7,RandomForestScorer,0.7842874044433018
nar,0.4,1,ModelScorer,0.6428571428571428
nnar,0.1,9,ModelScorer,0.6428571428571429
nar,0.3,16,RandomForestScorer,0.8378221753410287
nar,0.2,5,RandomForestScorer,0.8426326601791737
nar,0.25,17,RandomForestScorer,0.8306704420183757
nnar,0.25,14,AUMScorer,0.6457119216766288
nnar,0.45,8,AUMScorer,0.4632479702671794
nnar,0.05,17,RandomForestScorer,0.8457880227055576
nar,0.3,10,ModelScorer,0.9285714285714284
nnar,0.2,15,AUMScorer,0.6816474998673239
ncar,0.5,17,ModelScorer,0.7142857142857143
ncar,0.15,7,ModelScorer,0.7857142857142857
ncar,0.05,9,RandomForestScorer,0.8811504029718482
ncar,0.5,15,AUMScorer,0.442040775405866
nnar,0.15,7,RandomForestScorer,0.8107909488463806
ncar,0.4,4,AUMScorer,0.794588800694544
nnar,0.45,18,RandomForestScorer,0.7804592713290667
ncar,0.3,8,ModelScorer,0.8571428571428571
nnar,0.05,11,ModelScorer,0.8571428571428571
nnar,0.35,17,AUMScorer,0.4676518716640552
ncar,0.2,13,RandomForestScorer,0.8072002012941791
ncar,0.25,3,RandomForestScorer,0.8191641202962341
nar,0.25,15,AUMScorer,0.7119307668051424
ncar,0.25,6,ModelScorer,0.7857142857142857
ncar,0.1,12,AUMScorer,0.5461136469308745
ncar,0.45,0,ModelScorer,0.7857142857142857
nnar,0.35,1,ModelScorer,0.7142857142857143
ncar,0.35,15,RandomForestScorer,0.8193402952002578
ncar,0.15,2,AUMScorer,0.6714009743437237
nar,0.35,17,AUMScorer,0.6198794575800572
nnar,0.3,2,ModelScorer,0.5714285714285714
nnar,0.2,7,RandomForestScorer,0.8360464670099399
ncar,0.3,16,RandomForestScorer,0.8266967468038033
nar,0.5,11,ModelScorer,0.7857142857142857
nar,0.3,11,ModelScorer,0.7857142857142857
nar,0.2,0,ModelScorer,0.7142857142857143
nar,0.35,1,ModelScorer,0.7857142857142857
nar,0.05,3,RandomForestScorer,0.868187149334382
nar,0.1,17,ModelScorer,0.8571428571428571
nnar,0.1,6,AUMScorer,0.6748105262594413
nnar,0.4,17,AUMScorer,0.7223642905719793
ncar,0.2,2,AUMScorer,0.57289359236536
nar,0.5,19,RandomForestScorer,0.8297122516990919
nar,0.1,6,AUMScorer,0.6275572019670934
ncar,0.05,4,ModelScorer,0.7857142857142857
nnar,0.15,2,ModelScorer,0.8571428571428571
nar,0.35,9,RandomForestScorer,0.8232228877048845
nnar,0.1,16,RandomForestScorer,0.8467474789341728
nnar,0.25,19,ModelScorer,0.7142857142857143
ncar,0.4,15,RandomForestScorer,0.7934070869051513
nnar,0.45,13,ModelScorer,0.5
ncar,0.3,14,AUMScorer,0.4721785699773814
nar,0.15,15,RandomForestScorer,0.8479924243147944
ncar,0.35,4,AUMScorer,0.4441108990520853
ncar,0.35,10,ModelScorer,0.6428571428571429
nnar,0.4,9,RandomForestScorer,0.8070516013336821
ncar,0.15,16,ModelScorer,0.7142857142857143
nnar,0.5,11,RandomForestScorer,0.8010080354504521
ncar,0.1,17,ModelScorer,0.8571428571428571
nar,0.4,9,RandomForestScorer,0.8293298294351192
nnar,0.1,17,RandomForestScorer,0.8353244563049245
nar,0.3,8,AUMScorer,0.5678248295250254
nar,0.1,14,AUMScorer,0.6201078613597488
nar,0.5,14,ModelScorer,0.7857142857142857
nnar,0.05,9,AUMScorer,0.7463575693740665
nar,0.35,4,ModelScorer,0.6428571428571429
nnar,0.1,11,ModelScorer,0.6428571428571429
ncar,0.4,10,ModelScorer,0.7142857142857142
ncar,0.2,16,ModelScorer,0.6428571428571429
ncar,0.1,3,RandomForestScorer,0.8549464073341944
nnar,0.5,9,AUMScorer,0.5077189188535047
nar,0.15,10,ModelScorer,0.7857142857142857
ncar,0.05,1,AUMScorer,0.8189331226955163
nar,0.45,19,AUMScorer,0.5648707953893971
ncar,0.2,5,AUMScorer,0.6726867470464633
nnar,0.3,0,AUMScorer,0.5471992081959391
nar,0.5,9,AUMScorer,0.457686063238906
nnar,0.4,4,ModelScorer,0.6428571428571429
ncar,0.3,19,ModelScorer,0.7857142857142857
ncar,0.4,18,RandomForestScorer,0.790218265289263
ncar,0.35,9,ModelScorer,0.8571428571428572
nnar,0.45,16,ModelScorer,0.7142857142857142
ncar,0.45,8,RandomForestScorer,0.8042309410033041
nnar,0.5,6,ModelScorer,0.5714285714285714
ncar,0.25,14,RandomForestScorer,0.8248681030989053
nar,0.15,18,RandomForestScorer,0.8392491601566587
ncar,0.35,7,AUMScorer,0.8109302651034599
nar,0.4,4,ModelScorer,0.8571428571428571
nnar,0.1,12,ModelScorer,0.7857142857142857
nar,0.3,19,RandomForestScorer,0.8274117038438145
ncar,0.15,13,AUMScorer,0.7352902470473122
nar,0.2,8,RandomForestScorer,0.8417839525267501
nnar,0.45,2,RandomForestScorer,0.7707217924957902
ncar,0.35,17,RandomForestScorer,0.803069054773321
nnar,0.25,17,AUMScorer,0.8195219776227151
nar,0.35,12,ModelScorer,0.7142857142857143
ncar,0.15,19,ModelScorer,0.9285714285714284
nar,0.45,2,RandomForestScorer,0.8304260743974532
ncar,0.05,12,RandomForestScorer,0.8832959553705393
ncar,0.5,18,AUMScorer,0.505809215034247
nnar,0.15,10,RandomForestScorer,0.8259423233341361
ncar,0.4,7,AUMScorer,0.4298817568391311
nnar,0.2,2,ModelScorer,0.7142857142857143
nnar,0.05,14,ModelScorer,0.7857142857142857
nar,0.15,7,AUMScorer,0.6953523196211464
nar,0.25,18,AUMScorer,0.6227685936817571
nar,0.1,1,ModelScorer,0.8571428571428571
ncar,0.25,9,ModelScorer,0.7857142857142857
ncar,0.45,3,ModelScorer,0.7142857142857143
nnar,0.5,12,AUMScorer,0.5063100783860165
ncar,0.35,18,RandomForestScorer,0.8311572574727379
nnar,0.4,1,AUMScorer,0.595116339528077
nnar,0.2,10,RandomForestScorer,0.7912569691304105
nnar,0.05,0,RandomForestScorer,0.8527448970311227
nar,0.45,0,AUMScorer,0.4105449990363379
nnar,0.25,0,RandomForestScorer,0.8220670512600696
nar,0.2,3,ModelScorer,0.7142857142857143
nar,0.05,6,RandomForestScorer,0.8917633090493335
nar,0.5,12,AUMScorer,0.7136431581887858
nar,0.4,1,AUMScorer,0.5213288686327915
ncar,0.35,12,ModelScorer,0.7142857142857143
nnar,0.1,9,AUMScorer,0.7011593275506627
nnar,0.35,12,RandomForestScorer,0.8177872792941283
ncar,0.5,1,RandomForestScorer,0.7886835318358063
nar,0.15,8,AUMScorer,0.7013435586782537
nnar,0.3,13,RandomForestScorer,0.8209221765065788
nnar,0.15,18,RandomForestScorer,0.8277355105690012
nar,0.3,0,RandomForestScorer,0.8380366270468793
ncar,0.05,7,ModelScorer,0.9285714285714284
nar,0.2,11,RandomForestScorer,0.8359453551932559
nar,0.25,1,RandomForestScorer,0.8334250497926046
ncar,0.3,17,AUMScorer,0.7344008017092192
nar,0.05,4,AUMScorer,0.7088685279051778
ncar,0.45,11,ModelScorer,0.8571428571428572
nnar,0.4,12,RandomForestScorer,0.8211557094725026
nnar,0.3,11,AUMScorer,0.6558433291210573
nnar,0.2,5,ModelScorer,0.7142857142857143
ncar,0.25,6,AUMScorer,0.7519929726556212
ncar,0.45,0,AUMScorer,0.5527596716084394
nnar,0.35,1,AUMScorer,0.7270003693528253
nar,0.2,9,AUMScorer,0.6271550046057807
nar,0.05,1,ModelScorer,0.8571428571428571
ncar,0.45,19,RandomForestScorer,0.8104205508491727
nar,0.4,12,RandomForestScorer,0.8302515398161743
nnar,0.5,17,ModelScorer,0.6428571428571428
nnar,0.35,7,ModelScorer,0.7142857142857143
nar,0.4,15,ModelScorer,0.7857142857142857
nar,0.45,5,ModelScorer,0.7142857142857143
nar,0.1,17,AUMScorer,0.7409156727948073
nnar,0.3,8,ModelScorer,0.6428571428571429
nnar,0.15,13,ModelScorer,0.8571428571428571
nar,0.5,17,ModelScorer,0.7142857142857143
ncar,0.3,0,RandomForestScorer,0.8360956249539638
nnar,0.25,3,RandomForestScorer,0.8123030322201099
ncar,0.2,19,ModelScorer,0.7142857142857143
ncar,0.1,6,RandomForestScorer,0.868140970091452
nar,0.15,13,ModelScorer,0.7857142857142857
ncar,0.05,4,AUMScorer,0.615144518123134
ncar,0.25,7,AUMScorer,0.5714037055822496
nnar,0.15,2,AUMScorer,0.6703270694277534
nar,0.5,3,RandomForestScorer,0.8306614573990854
nar,0.3,3,RandomForestScorer,0.8383373768506591
nnar,0.2,13,ModelScorer,0.6428571428571428
nnar,0.4,7,ModelScorer,0.7142857142857143
nar,0.05,9,ModelScorer,0.9285714285714286
nar,0.1,9,RandomForestScorer,0.8630207510174959
ncar,0.25,17,RandomForestScorer,0.8244019884200575
ncar,0.35,10,AUMScorer,0.5212097460846675
ncar,0.45,14,ModelScorer,0.7142857142857142
ncar,0.5,4,ModelScorer,0.7857142857142857
ncar,0.15,16,AUMScorer,0.5259779941804245
nnar,0.3,16,ModelScorer,0.7142857142857143
nnar,0.25,11,RandomForestScorer,0.8284230685352023
nnar,0.45,5,RandomForestScorer,0.7961087665948445
nar,0.05,17,RandomForestScorer,0.881363633832137
nnar,0.35,4,AUMScorer,0.5497876248828897
nar,0.5,4,RandomForestScorer,0.8150020489554639
ncar,0.1,1,ModelScorer,0.7857142857142857
nar,0.25,2,AUMScorer,0.6983614323601613
ncar,0.05,15,RandomForestScorer,0.8884697612190741
nar,0.35,4,AUMScorer,0.5480428928972051
ncar,0.4,10,AUMScorer,0.4833435098240118
ncar,0.2,16,AUMScorer,0.6533617355254948
nnar,0.35,14,RandomForestScorer,0.8024858416116861
ncar,0.05,18,ModelScorer,0.7857142857142857
nnar,0.15,16,ModelScorer,0.7857142857142857
nar,0.15,10,AUMScorer,0.7223923340478192
ncar,0.15,8,RandomForestScorer,0.8507213762145174
nar,0.25,12,RandomForestScorer,0.8371396314110066
ncar,0.2,0,ModelScorer,0.8571428571428571
nnar,0.3,17,ModelScorer,0.7857142857142857
ncar,0.1,9,RandomForestScorer,0.8610992886679035
ncar,0.25,12,ModelScorer,0.7857142857142857
nar,0.1,4,ModelScorer,0.7857142857142857
nnar,0.5,15,AUMScorer,0.6577511695171816
nnar,0.4,4,AUMScorer,0.7307860451977873
nar,0.4,13,AUMScorer,0.6052424119286637
nnar,0.05,3,RandomForestScorer,0.8524469244161266
nar,0.45,3,AUMScorer,0.5884020452909561
ncar,0.3,3,ModelScorer,0.7857142857142857
ncar,0.4,2,RandomForestScorer,0.8007261971915286
nnar,0.45,0,ModelScorer,0.7857142857142857
ncar,0.2,8,RandomForestScorer,0.8179456966994949
nnar,0.1,12,AUMScorer,0.6857174104705894
nnar,0.25,6,ModelScorer,0.7142857142857143
nar,0.05,12,ModelScorer,0.9285714285714284
nnar,0.35,15,RandomForestScorer,0.8043535931288488
nar,0.15,2,RandomForestScorer,0.8444300261213555
nar,0.45,13,RandomForestScorer,0.8292522853765114
nar,0.25,13,RandomForestScorer,0.8287035409808299
ncar,0.1,7,AUMScorer,0.7152136491577129
nar,0.35,12,AUMScorer,0.7601311367417006
ncar,0.15,19,AUMScorer,0.6624348426662994
ncar,0.3,11,RandomForestScorer,0.8190803254502784
nnar,0.35,9,ModelScorer,0.7142857142857143
ncar,0.35,1,RandomForestScorer,0.8142060254962676
nar,0.35,18,ModelScorer,0.7857142857142857
ncar,0.15,3,ModelScorer,0.7857142857142857
nar,0.05,7,AUMScorer,0.7039952969710566
nar,0.25,7,ModelScorer,0.7857142857142857
ncar,0.1,4,ModelScorer,0.8571428571428571
nnar,0.1,4,RandomForestScorer,0.8403408892185154
nnar,0.4,15,RandomForestScorer,0.8092650735851646
ncar,0.5,2,AUMScorer,0.3848328290167314
nnar,0.3,14,AUMScorer,0.7109322587103376
nar,0.1,1,AUMScorer,0.6439807020270396
ncar,0.25,9,AUMScorer,0.7111083325325627
ncar,0.45,3,AUMScorer,0.4519026797701135
nar,0.2,12,AUMScorer,0.7796477535607867
ncar,0.2,3,ModelScorer,0.7857142857142857
nar,0.3,5,RandomForestScorer,0.8338991580524824
ncar,0.5,12,RandomForestScorer,0.7881487059066893
nnar,0.35,10,ModelScorer,0.5
nar,0.4,18,ModelScorer,0.7142857142857142
nar,0.45,8,ModelScorer,0.7857142857142857
nnar,0.05,6,RandomForestScorer,0.8758839430356194
nar,0.45,6,AUMScorer,0.7476702758316581
ncar,0.3,6,ModelScorer,0.8571428571428571
ncar,0.25,1,RandomForestScorer,0.830837864502471
nar,0.45,16,RandomForestScorer,0.8259962393036521
nar,0.5,6,RandomForestScorer,0.8146191107305432
nar,0.3,6,RandomForestScorer,0.8319466913647919
ncar,0.15,0,AUMScorer,0.6694424706676709
nnar,0.2,16,ModelScorer,0.8571428571428571
nnar,0.4,10,ModelScorer,0.7142857142857143
ncar,0.45,11,AUMScorer,0.4696002736505714
nar,0.1,12,RandomForestScorer,0.8486128788509083
ncar,0.3,1,AUMScorer,0.7454240444463712
nnar,0.05,4,AUMScorer,0.7037720308540121
nnar,0.25,4,AUMScorer,0.6478158449265019
nar,0.05,10,AUMScorer,0.6840161896137638
ncar,0.45,17,ModelScorer,0.8571428571428571
nnar,0.35,18,ModelScorer,0.7142857142857143
nnar,0.2,5,AUMScorer,0.6467545811245385
ncar,0.5,7,ModelScorer,0.8571428571428571
nnar,0.3,19,ModelScorer,0.7857142857142857
nnar,0.4,18,RandomForestScorer,0.8103189049831176
ncar,0.1,13,ModelScorer,0.7142857142857143
nnar,0.25,14,RandomForestScorer,0.8209845454957407
nar,0.2,17,ModelScorer,0.9285714285714284
nnar,0.45,8,RandomForestScorer,0.8063983782147239
nnar,0.05,1,ModelScorer,1.0
nnar,0.35,7,AUMScorer,0.7227062406081901
nar,0.4,15,AUMScorer,0.7623767438480955
nnar,0.5,1,ModelScorer,0.4285714285714286
nar,0.25,5,AUMScorer,0.5617932362177984
nnar,0.15,13,AUMScorer,0.814472090467412
ncar,0.5,15,RandomForestScorer,0.8029982778468061
ncar,0.2,19,AUMScorer,0.741767108804863
nar,0.3,14,RandomForestScorer,0.8186134159103442
nar,0.45,11,ModelScorer,0.7142857142857143
nnar,0.15,19,ModelScorer,0.7857142857142857
nar,0.5,1,ModelScorer,0.7857142857142858
ncar,0.15,11,RandomForestScorer,0.8551992400176189
nar,0.25,15,RandomForestScorer,0.827163374408626
nnar,0.45,6,AUMScorer,0.7161338062378384
ncar,0.1,12,RandomForestScorer,0.8721775850284021
ncar,0.25,15,ModelScorer,0.7142857142857143
nar,0.1,7,ModelScorer,0.8571428571428571
nnar,0.5,18,AUMScorer,0.5636373031909455
nnar,0.05,15,RandomForestScorer,0.830257798707729
nnar,0.2,13,AUMScorer,0.7461974341508664
nnar,0.4,7,AUMScorer,0.5499350372089207
nar,0.4,16,AUMScorer,0.5143536004826063
ncar,0.15,5,ModelScorer,0.9285714285714284
nnar,0.15,5,RandomForestScorer,0.8071611810031876
nnar,0.2,19,ModelScorer,0.6428571428571428
ncar,0.45,14,AUMScorer,0.5004855224434559
ncar,0.4,5,RandomForestScorer,0.8167881564833375
ncar,0.2,11,RandomForestScorer,0.830682630531047
nnar,0.1,6,RandomForestScorer,0.8198375013480516
nnar,0.25,9,ModelScorer,0.7142857142857143
ncar,0.5,4,AUMScorer,0.4351694011427301
ncar,0.3,4,AUMScorer,0.543111412966482
nar,0.05,15,ModelScorer,0.9285714285714286
nar,0.1,15,RandomForestScorer,0.8711242330562212
nar,0.15,5,RandomForestScorer,0.8605402805083969
ncar,0.1,10,AUMScorer,0.7030948334937938
nar,0.35,15,AUMScorer,0.7690701213842799
ncar,0.3,14,RandomForestScorer,0.8242414389824472
nnar,0.2,14,AUMScorer,0.607783287397933
nar,0.3,9,ModelScorer,0.7142857142857143
nar,0.5,7,AUMScorer,0.6986548561281528
ncar,0.15,6,ModelScorer,0.8571428571428571
nar,0.25,10,ModelScorer,0.8571428571428571
nnar,0.05,10,ModelScorer,0.7857142857142857
ncar,0.05,18,AUMScorer,0.7079708380831622
nnar,0.15,16,AUMScorer,0.6579914531818386
ncar,0.5,5,AUMScorer,0.6193958400414875
ncar,0.2,0,AUMScorer,0.6091695779450836
nnar,0.3,17,AUMScorer,0.7874954911522861
nar,0.1,4,AUMScorer,0.6986518265558268
ncar,0.05,2,ModelScorer,0.7857142857142857
nnar,0.15,0,ModelScorer,0.7142857142857143
nar,0.2,6,RandomForestScorer,0.8419708891226703
nar,0.35,7,RandomForestScorer,0.8254585503984286
nar,0.2,15,AUMScorer,0.7890880778489794
ncar,0.4,13,RandomForestScorer,0.8038904467152455
nnar,0.45,11,ModelScorer,0.5
nnar,0.1,1,ModelScorer,0.7857142857142857
ncar,0.2,6,ModelScorer,0.6428571428571429
nar,0.1,10,ModelScorer,0.9285714285714284
nar,0.15,0,ModelScorer,0.7857142857142857
nnar,0.25,6,AUMScorer,0.6474773231820585
ncar,0.05,19,AUMScorer,0.7441874268975736
nnar,0.45,19,RandomForestScorer,0.7949800994335187
nnar,0.2,0,ModelScorer,0.8571428571428571
ncar,0.3,9,ModelScorer,0.7142857142857143
nnar,0.5,9,RandomForestScorer,0.779057874254147
nar,0.5,18,RandomForestScorer,0.8216390574299944
ncar,0.25,4,RandomForestScorer,0.8341875079141985
ncar,0.1,15,ModelScorer,1.0
nar,0.4,7,RandomForestScorer,0.8342044499487338
nnar,0.1,15,RandomForestScorer,0.8126059916223427
nar,0.45,19,RandomForestScorer,0.8352304908402618
nar,0.35,18,AUMScorer,0.5353550167485539
ncar,0.15,3,AUMScorer,0.6311312033218311
nnar,0.05,7,AUMScorer,0.695486312765984
nar,0.35,2,ModelScorer,0.7857142857142857
ncar,0.35,7,RandomForestScorer,0.8162250795826913
ncar,0.4,8,ModelScorer,0.7857142857142857
nnar,0.25,7,AUMScorer,0.4880318074461811
nar,0.1,18,ModelScorer,0.8571428571428571
ncar,0.5,10,ModelScorer,0.7857142857142857
nar,0.45,17,AUMScorer,0.4763042433139517
ncar,0.2,3,AUMScorer,0.5854590391292733
nnar,0.25,17,RandomForestScorer,0.8125903585021457
nnar,0.35,10,AUMScorer,0.5639066979209402
ncar,0.4,16,RandomForestScorer,0.8074288291091024
nnar,0.45,14,ModelScorer,0.7142857142857142
ncar,0.45,6,RandomForestScorer,0.804371616137536
nnar,0.5,4,ModelScorer,0.7142857142857143
nar,0.15,16,RandomForestScorer,0.8613363281145121
nar,0.5,13,ModelScorer,0.6428571428571429
ncar,0.35,5,AUMScorer,0.4640362021954764
ncar,0.5,18,RandomForestScorer,0.7986847464634391
nar,0.4,2,ModelScorer,0.7142857142857143
nnar,0.1,10,ModelScorer,0.6428571428571429
nar,0.45,14,ModelScorer,0.7142857142857143
ncar,0.15,14,RandomForestScorer,0.8583951334510891
nnar,0.5,12,RandomForestScorer,0.7938525845763394
ncar,0.35,2,ModelScorer,0.7857142857142857
nnar,0.35,2,RandomForestScorer,0.8046036842644502
nnar,0.2,16,AUMScorer,0.6719949086253751
ncar,0.1,18,ModelScorer,0.8571428571428571
nar,0.4,10,RandomForestScorer,0.8270179747333745
nnar,0.1,18,RandomForestScorer,0.8848348816329681
nar,0.45,0,RandomForestScorer,0.8254503639353845
ncar,0.5,16,AUMScorer,0.5866067645177403
ncar,0.05,10,RandomForestScorer,0.8798348461136798
nnar,0.15,8,RandomForestScorer,0.8116709691829457
nnar,0.05,12,ModelScorer,0.7857142857142857
ncar,0.45,17,AUMScorer,0.5346557554356122
ncar,0.2,14,RandomForestScorer,0.8376882613154532
nnar,0.25,12,ModelScorer,0.6428571428571428
nnar,0.35,18,AUMScorer,0.7389622826295226
nar,0.05,18,ModelScorer,0.7857142857142857
nar,0.25,16,AUMScorer,0.5972076688114987
nar,0.15,8,RandomForestScorer,0.8481497203634367
ncar,0.4,11,ModelScorer,0.7857142857142857
ncar,0.45,1,ModelScorer,0.6428571428571429
ncar,0.1,13,AUMScorer,0.6500607946323238
nar,0.15,11,ModelScorer,0.8571428571428571
ncar,0.35,16,RandomForestScorer,0.8098943467592272
nnar,0.3,3,ModelScorer,0.5714285714285714
nnar,0.2,8,RandomForestScorer,0.828166740849127
ncar,0.3,17,RandomForestScorer,0.8194640982928091
nnar,0.4,2,RandomForestScorer,0.7796781750519365
nar,0.3,12,ModelScorer,0.7857142857142857
nnar,0.3,1,AUMScorer,0.5325901510885229
nar,0.2,1,ModelScorer,0.7857142857142857
nar,0.05,4,RandomForestScorer,0.8848471552550161
nar,0.5,10,AUMScorer,0.6144183443464367
nnar,0.1,7,AUMScorer,0.7584579713078176
nnar,0.15,19,AUMScorer,0.5810565254379676
nnar,0.3,11,RandomForestScorer,0.7880106052415651
nar,0.1,7,AUMScorer,0.704277956964225
ncar,0.05,5,ModelScorer,1.0
nnar,0.15,3,ModelScorer,0.5714285714285714
nar,0.2,9,RandomForestScorer,0.8347132337111682
nar,0.35,10,RandomForestScorer,0.8337498392281306
ncar,0.3,15,AUMScorer,0.7365747466998664
ncar,0.2,9,ModelScorer,0.8571428571428571
nnar,0.45,12,AUMScorer,0.764514541410085
nnar,0.25,18,AUMScorer,0.5659886388380244
nnar,0.5,2,AUMScorer,0.551861952134068
nnar,0.2,19,AUMScorer,0.6549318785187381
nar,0.4,0,AUMScorer,0.6371772701665268
ncar,0.35,11,ModelScorer,0.7857142857142857
ncar,0.05,13,RandomForestScorer,0.8786192806409837
nnar,0.2,3,ModelScorer,0.6428571428571429
ncar,0.3,12,ModelScorer,0.7142857142857143
ncar,0.2,17,RandomForestScorer,0.8380990351752722
ncar,0.25,7,RandomForestScorer,0.8377947429666392
nar,0.25,19,AUMScorer,0.7942969010224739
nar,0.3,9,AUMScorer,0.5305694827400368
nnar,0.35,5,ModelScorer,0.5714285714285714
ncar,0.1,16,AUMScorer,0.5021066955376776
ncar,0.15,6,AUMScorer,0.7966300767519457
nnar,0.3,6,ModelScorer,0.6428571428571429
nar,0.5,15,ModelScorer,0.6428571428571428
nar,0.3,15,ModelScorer,0.9285714285714284
nnar,0.05,10,AUMScorer,0.6886702835231835
nnar,0.25,1,RandomForestScorer,0.8197528045307774
nar,0.35,5,ModelScorer,0.7142857142857143
nar,0.2,4,ModelScorer,0.7142857142857143
ncar,0.05,2,AUMScorer,0.7292589890996916
nnar,0.15,0,AUMScorer,0.558074715304048
ncar,0.2,6,AUMScorer,0.6978304709532908
nnar,0.35,4,RandomForestScorer,0.7870632106739612
nar,0.1,10,AUMScorer,0.7361933139838417
ncar,0.05,8,ModelScorer,0.9285714285714286
nnar,0.4,5,ModelScorer,0.7142857142857143
nar,0.35,13,RandomForestScorer,0.830531610252765
nar,0.15,0,AUMScorer,0.7143793207713056
ncar,0.4,19,RandomForestScorer,0.8062820260854806
nnar,0.45,17,ModelScorer,0.5714285714285714
nar,0.25,2,RandomForestScorer,0.8400436550904835
ncar,0.45,9,RandomForestScorer,0.794942456738349
nnar,0.5,7,ModelScorer,0.7142857142857143
ncar,0.3,18,AUMScorer,0.8152826625749598
nar,0.15,19,RandomForestScorer,0.8616841127644235
nar,0.5,16,ModelScorer,0.7142857142857143
ncar,0.35,8,AUMScorer,0.6221596451424843
nar,0.4,5,ModelScorer,0.7857142857142857
nnar,0.2,0,AUMScorer,0.735871417094147
nnar,0.4,13,RandomForestScorer,0.79716202512441
ncar,0.05,3,AUMScorer,0.634223235620543
nnar,0.45,3,RandomForestScorer,0.8079145097568872
nnar,0.5,15,RandomForestScorer,0.7994307605027302
nar,0.5,2,RandomForestScorer,0.8074010833414884
nar,0.4,13,RandomForestScorer,0.8335913857745403
nar,0.45,3,RandomForestScorer,0.8167257217470814
ncar,0.5,19,AUMScorer,0.848941603852795
nnar,0.15,11,RandomForestScorer,0.8077215217541182
nar,0.35,2,AUMScorer,0.717483646222879
ncar,0.4,8,AUMScorer,0.5199357484970838
nar,0.1,18,AUMScorer,0.6501616949420147
nnar,0.05,13,AUMScorer,0.7351382400358075
ncar,0.4,14,ModelScorer,0.7857142857142857
ncar,0.1,7,RandomForestScorer,0.8479720251199603
ncar,0.25,10,ModelScorer,0.7142857142857143
ncar,0.45,4,ModelScorer,0.8571428571428571
nnar,0.5,13,AUMScorer,0.7953461508704296
nar,0.15,14,ModelScorer,0.8571428571428571
nnar,0.45,14,AUMScorer,0.684071228751282
nnar,0.2,11,RandomForestScorer,0.8291784293946414
nar,0.45,1,AUMScorer,0.512020685185714
nnar,0.3,4,AUMScorer,0.6939800129060353
nar,0.05,7,RandomForestScorer,0.8844031597497408
nar,0.5,13,AUMScorer,0.5386989886560122
nar,0.4,2,AUMScorer,0.6019780639225837
ncar,0.4,0,RandomForestScorer,0.8295652560482696
nar,0.2,2,AUMScorer,0.638660032396214
ncar,0.35,13,ModelScorer,0.7857142857142857
nnar,0.1,10,AUMScorer,0.7303755288952021
ncar,0.25,18,RandomForestScorer,0.83386863094236
ncar,0.45,12,RandomForestScorer,0.7863362402845862
nnar,0.35,13,RandomForestScorer,0.8248357333819779
nnar,0.5,10,ModelScorer,0.7142857142857142
ncar,0.5,2,RandomForestScorer,0.7896035599763908
nar,0.4,8,ModelScorer,0.7142857142857142
nnar,0.3,14,RandomForestScorer,0.8256806598405297
ncar,0.15,17,AUMScorer,0.5675842416573496
ncar,0.1,8,RandomForestScorer,0.8657763861602781
nnar,0.15,6,ModelScorer,0.8571428571428571
nar,0.2,12,RandomForestScorer,0.8482846591685107
nar,0.35,16,ModelScorer,0.7857142857142857
nar,0.3,17,ModelScorer,0.7857142857142857
ncar,0.1,2,ModelScorer,0.8571428571428571
nar,0.45,6,RandomForestScorer,0.8109718628579384
ncar,0.05,16,RandomForestScorer,0.8762559867398869
nnar,0.15,14,RandomForestScorer,0.7990439111766348
ncar,0.5,0,AUMScorer,0.4351446888797504
ncar,0.4,11,AUMScorer,0.4099959530799978
nnar,0.2,6,ModelScorer,0.5714285714285714
nnar,0.05,18,ModelScorer,0.9285714285714286
nnar,0.3,12,AUMScorer,0.6747469109451232
ncar,0.45,1,AUMScorer,0.5282257005869929
nar,0.15,11,AUMScorer,0.5260861092057482
nar,0.2,10,AUMScorer,0.6288462796780698
nar,0.05,2,ModelScorer,0.8571428571428571
nar,0.1,2,RandomForestScorer,0.8629700795310471
nar,0.3,12,AUMScorer,0.6959401735086417
ncar,0.45,7,ModelScorer,0.7142857142857142
nnar,0.35,8,ModelScorer,0.6428571428571429
ncar,0.25,13,ModelScorer,0.7857142857142857
ncar,0.15,0,RandomForestScorer,0.864247751710344
nnar,0.3,9,ModelScorer,0.6428571428571429
ncar,0.3,1,RandomForestScorer,0.8217671892377805
nnar,0.05,4,RandomForestScorer,0.8586696516958581
nar,0.45,4,AUMScorer,0.3106686070081809
nnar,0.25,4,RandomForestScorer,0.8276090418651363
nar,0.2,7,ModelScorer,0.7142857142857143
nar,0.05,10,RandomForestScorer,0.874170036448833
nnar,0.1,13,AUMScorer,0.6363124977736678
nnar,0.35,16,RandomForestScorer,0.8168503076092279
ncar,0.05,5,AUMScorer,0.6261889331811228
ncar,0.25,8,AUMScorer,0.7533196908945173
nnar,0.15,3,AUMScorer,0.6672979349826436
