method,fraction,run,algorithm,auc_score
nnar,0.1,4,ModelScorer,0.7142857142857143
nar,0.15,16,ModelScorer,0.8571428571428571
nnar,0.35,12,AUMScorer,0.9450264848132228
ncar,0.05,14,RandomForestScorer,0.9064363886589404
nnar,0.35,18,RandomForestScorer,0.7583380661820189
ncar,0.45,10,ModelScorer,0.7142857142857142
nnar,0.15,18,AUMScorer,0.9726549811588724
ncar,0.45,12,AUMScorer,0.9309817699259858
ncar,0.3,2,AUMScorer,0.5012525037350746
ncar,0.45,18,RandomForestScorer,0.7809597632001859
ncar,0.1,6,ModelScorer,0.8571428571428572
nar,0.4,11,AUMScorer,0.4874802855732408
ncar,0.4,19,RandomForestScorer,0.7846443870352682
ncar,0.2,19,RandomForestScorer,0.8314082270926003
ncar,0.5,1,ModelScorer,0.7142857142857142
nnar,0.25,15,ModelScorer,0.8571428571428572
ncar,0.1,8,AUMScorer,0.8571447051317385
ncar,0.25,9,RandomForestScorer,0.8096213204520474
nnar,0.45,9,ModelScorer,0.7142857142857142
nar,0.2,16,ModelScorer,0.7857142857142857
nnar,0.45,11,AUMScorer,0.9464114459417312
nnar,0.5,1,RandomForestScorer,0.7148111046187775
nar,0.45,2,AUMScorer,0.9448325664684104
nnar,0.1,7,RandomForestScorer,0.8440790856979234
nar,0.5,14,AUMScorer,0.9661032383717688
nnar,0.4,18,RandomForestScorer,0.7628922071357028
ncar,0.05,14,ModelScorer,1.0
nnar,0.35,18,ModelScorer,0.7142857142857142
ncar,0.05,16,AUMScorer,0.9062680074637032
nar,0.15,10,RandomForestScorer,0.846541198630245
ncar,0.45,18,ModelScorer,0.7142857142857142
nar,0.1,6,ModelScorer,0.9285714285714286
ncar,0.3,8,ModelScorer,0.8571428571428571
ncar,0.2,19,ModelScorer,0.9285714285714284
nnar,0.05,15,AUMScorer,0.6324178660512209
ncar,0.5,4,AUMScorer,0.9693312382799448
ncar,0.3,10,AUMScorer,0.9845713853129516
nar,0.45,3,RandomForestScorer,0.7829333283141583
nnar,0.25,9,RandomForestScorer,0.7981559848145525
ncar,0.25,11,AUMScorer,0.966264499136504
nar,0.2,10,RandomForestScorer,0.7859722150754452
nnar,0.1,7,ModelScorer,0.9285714285714286
nar,0.15,19,ModelScorer,0.8571428571428571
nar,0.25,0,RandomForestScorer,0.8143230152959882
nnar,0.3,0,RandomForestScorer,0.7349673211394187
nar,0.35,12,RandomForestScorer,0.7914627918170021
nar,0.4,14,AUMScorer,0.5060928513595047
nnar,0.4,0,ModelScorer,0.7857142857142858
ncar,0.1,11,AUMScorer,0.9241987398549936
nnar,0.25,18,ModelScorer,0.8571428571428572
ncar,0.15,1,AUMScorer,0.5068981594567332
nar,0.1,0,RandomForestScorer,0.8663014102765623
ncar,0.3,2,RandomForestScorer,0.8040033106838418
nar,0.4,11,RandomForestScorer,0.7885199731737965
nar,0.45,5,AUMScorer,0.9578500951637372
ncar,0.1,8,RandomForestScorer,0.869597480393958
nnar,0.3,9,ModelScorer,0.7142857142857143
nnar,0.45,11,RandomForestScorer,0.7336940018029116
nar,0.45,2,RandomForestScorer,0.7688074409512656
nar,0.15,13,AUMScorer,0.9273896916731716
nnar,0.1,1,AUMScorer,0.9144909698195376
ncar,0.3,11,ModelScorer,0.7857142857142857
ncar,0.35,1,ModelScorer,0.7857142857142857
ncar,0.2,0,ModelScorer,0.9285714285714284
nnar,0.05,18,AUMScorer,0.928805768598446
nar,0.05,7,ModelScorer,0.8571428571428571
ncar,0.1,17,ModelScorer,0.8571428571428571
ncar,0.35,3,AUMScorer,0.945624020328502
nar,0.1,0,ModelScorer,0.9285714285714286
ncar,0.15,7,ModelScorer,0.9285714285714284
nar,0.05,9,AUMScorer,0.9668180481555854
nar,0.3,2,RandomForestScorer,0.7977466839958894
ncar,0.3,4,AUMScorer,0.5071302873166011
nar,0.1,2,AUMScorer,0.9381395749254136
nnar,0.5,10,ModelScorer,0.7857142857142856
nar,0.15,0,ModelScorer,0.9285714285714284
nnar,0.05,15,RandomForestScorer,0.8773180314367763
ncar,0.3,10,RandomForestScorer,0.8024438356830337
nar,0.2,13,AUMScorer,0.9644668690265386
ncar,0.5,4,RandomForestScorer,0.76587361405607
nar,0.25,3,AUMScorer,0.96817456160507
nnar,0.2,19,RandomForestScorer,0.8099975386856132
nnar,0.3,3,AUMScorer,0.9222050568704728
nar,0.35,15,AUMScorer,0.9357814980259592
ncar,0.4,1,ModelScorer,0.7857142857142857
ncar,0.4,3,AUMScorer,0.9537348673359294
ncar,0.45,15,AUMScorer,0.490802801078415
ncar,0.5,13,ModelScorer,0.7142857142857142
nar,0.4,14,RandomForestScorer,0.7824738137676931
nar,0.3,2,ModelScorer,0.8571428571428571
ncar,0.1,11,RandomForestScorer,0.8707846877247118
nnar,0.4,2,RandomForestScorer,0.7582211193321129
ncar,0.15,1,RandomForestScorer,0.8432015830490641
nar,0.5,4,RandomForestScorer,0.7743504983877941
ncar,0.5,6,AUMScorer,0.4968133059205926
nnar,0.5,4,RandomForestScorer,0.7410736136339179
nar,0.45,5,RandomForestScorer,0.6753070766894108
nnar,0.1,10,RandomForestScorer,0.8135110498126817
ncar,0.05,19,AUMScorer,0.9193245257304234
nar,0.15,13,RandomForestScorer,0.8461674389670888
ncar,0.15,10,ModelScorer,0.9285714285714284
nnar,0.2,3,AUMScorer,0.7640505783409495
nnar,0.5,13,ModelScorer,0.6428571428571428
nnar,0.05,18,RandomForestScorer,0.8516486018313856
nnar,0.4,2,ModelScorer,0.7857142857142857
nar,0.45,14,ModelScorer,0.7142857142857142
ncar,0.35,3,RandomForestScorer,0.7959662126864484
ncar,0.5,7,AUMScorer,0.9711890993920504
nar,0.5,4,ModelScorer,0.7142857142857143
nar,0.25,6,AUMScorer,0.4981505947068106
nar,0.05,9,RandomForestScorer,0.9051798404577568
nar,0.25,12,RandomForestScorer,0.8153245473568187
nnar,0.15,9,ModelScorer,0.8571428571428571
ncar,0.25,14,AUMScorer,0.4824618173511191
nar,0.2,13,RandomForestScorer,0.8294206646179089
nnar,0.1,10,ModelScorer,0.8571428571428572
ncar,0.4,4,ModelScorer,0.9285714285714286
nnar,0.35,2,RandomForestScorer,0.7492659150591701
nnar,0.1,12,AUMScorer,0.913516284345216
nnar,0.15,2,AUMScorer,0.921170702297872
nar,0.35,15,RandomForestScorer,0.7918881956016217
ncar,0.35,12,ModelScorer,0.7142857142857143
nar,0.05,18,ModelScorer,1.0
nnar,0.2,9,ModelScorer,0.6428571428571428
ncar,0.4,3,RandomForestScorer,0.7814231597180609
ncar,0.2,3,RandomForestScorer,0.8236048016213955
nar,0.5,5,ModelScorer,0.8571428571428571
ncar,0.15,4,AUMScorer,0.9390223723245504
nar,0.25,12,ModelScorer,0.7857142857142858
nnar,0.2,2,AUMScorer,0.9371976762008865
nar,0.25,14,AUMScorer,0.9677917385618204
nar,0.45,8,AUMScorer,0.5154824491824009
nnar,0.3,12,ModelScorer,0.7857142857142857
nnar,0.45,14,RandomForestScorer,0.734803222695933
nnar,0.35,2,ModelScorer,0.7857142857142857
ncar,0.35,4,ModelScorer,0.8571428571428571
ncar,0.2,3,ModelScorer,0.9285714285714284
ncar,0.3,16,AUMScorer,0.9907075772960138
nar,0.05,10,ModelScorer,1.0
nnar,0.2,3,RandomForestScorer,0.7534254469837999
ncar,0.35,6,AUMScorer,0.9503560322993476
nar,0.05,12,AUMScorer,0.9262728571733332
nar,0.3,5,RandomForestScorer,0.8069875155034044
ncar,0.15,12,RandomForestScorer,0.8456380901967109
nar,0.1,5,AUMScorer,0.91423619723004
nar,0.15,3,ModelScorer,0.8571428571428571
ncar,0.05,1,RandomForestScorer,0.9059692055312112
ncar,0.5,7,RandomForestScorer,0.7728774091520378
nar,0.1,11,RandomForestScorer,0.866360090139646
nnar,0.35,5,RandomForestScorer,0.7807708488722933
nnar,0.5,15,AUMScorer,0.5188451521279602
nnar,0.15,5,AUMScorer,0.923367306759192
nnar,0.15,11,RandomForestScorer,0.7596676999162351
nnar,0.3,6,AUMScorer,0.9153120094256074
nar,0.35,18,AUMScorer,0.4973062284740838
nnar,0.25,2,ModelScorer,0.7857142857142857
nar,0.2,3,ModelScorer,0.8571428571428571
nnar,0.25,4,AUMScorer,0.6124122275920066
ncar,0.5,16,ModelScorer,0.7142857142857143
nar,0.3,5,ModelScorer,0.7857142857142857
nar,0.5,1,AUMScorer,0.9702530988989102
nnar,0.4,5,RandomForestScorer,0.7467411236558026
ncar,0.05,1,ModelScorer,0.9285714285714284
nar,0.3,7,AUMScorer,0.9355049227386788
ncar,0.15,4,RandomForestScorer,0.8492716922462634
nar,0.5,7,RandomForestScorer,0.7785083193648455
nnar,0.35,5,ModelScorer,0.7142857142857142
nnar,0.5,7,RandomForestScorer,0.7415439318418042
nnar,0.35,7,AUMScorer,0.5016470177853264
ncar,0.05,9,RandomForestScorer,0.9088899962389874
nar,0.25,14,RandomForestScorer,0.8007084718207307
nnar,0.15,11,ModelScorer,1.0
ncar,0.45,5,ModelScorer,0.8571428571428571
nnar,0.05,0,ModelScorer,0.8571428571428571
nar,0.4,4,ModelScorer,0.5714285714285714
nnar,0.05,2,AUMScorer,0.913261861815676
ncar,0.1,1,ModelScorer,0.9285714285714286
ncar,0.15,13,ModelScorer,0.9285714285714286
nar,0.05,15,AUMScorer,0.9561114715225963
nnar,0.45,4,ModelScorer,0.7857142857142857
ncar,0.15,15,AUMScorer,0.9178639345864836
ncar,0.25,4,RandomForestScorer,0.8133185749373214
nnar,0.5,16,ModelScorer,0.5714285714285714
nar,0.1,14,RandomForestScorer,0.8692179720396056
ncar,0.3,16,RandomForestScorer,0.8030366522359655
nnar,0.5,18,AUMScorer,0.5187397744104701
nar,0.45,17,ModelScorer,0.7857142857142857
ncar,0.2,5,RandomForestScorer,0.8245631977909822
ncar,0.35,6,RandomForestScorer,0.7945412676889624
nar,0.5,7,ModelScorer,0.5
nar,0.25,15,RandomForestScorer,0.8118335128837293
ncar,0.05,9,ModelScorer,1.0
nnar,0.5,15,RandomForestScorer,0.7457381292519017
nnar,0.3,15,RandomForestScorer,0.7546688126414642
nnar,0.1,15,AUMScorer,0.9374788098926596
ncar,0.4,9,AUMScorer,0.9497735971162355
nnar,0.05,8,ModelScorer,1.0
ncar,0.35,15,ModelScorer,0.8571428571428571
ncar,0.2,14,ModelScorer,0.9285714285714284
nnar,0.2,12,ModelScorer,0.7857142857142857
ncar,0.25,4,ModelScorer,0.6428571428571428
ncar,0.4,6,RandomForestScorer,0.7877977864659925
nar,0.1,14,ModelScorer,0.8571428571428572
nnar,0.25,4,RandomForestScorer,0.8054811533202556
nar,0.3,16,RandomForestScorer,0.800900861344677
nnar,0.2,14,AUMScorer,0.5069798835771542
nar,0.5,10,RandomForestScorer,0.7862608697877158
nnar,0.4,8,AUMScorer,0.9399595045432624
ncar,0.3,18,AUMScorer,0.5057139507072013
ncar,0.5,12,AUMScorer,0.9559805432424064
nar,0.25,15,ModelScorer,0.9285714285714286
nar,0.25,17,AUMScorer,0.9729846335232162
nnar,0.3,15,ModelScorer,0.7857142857142857
nar,0.4,7,ModelScorer,0.7857142857142858
nnar,0.35,7,RandomForestScorer,0.7438998486234163
nnar,0.3,17,AUMScorer,0.5156427699212669
ncar,0.05,3,AUMScorer,0.8863665480759492
ncar,0.1,4,ModelScorer,0.8571428571428572
nar,0.4,9,AUMScorer,0.5019091158422208
ncar,0.4,15,ModelScorer,0.8571428571428572
ncar,0.25,5,ModelScorer,0.9285714285714286
nnar,0.05,2,RandomForestScorer,0.8422002104660107
nar,0.5,10,ModelScorer,0.7142857142857143
ncar,0.3,19,AUMScorer,0.9585302833669296
nar,0.3,16,ModelScorer,0.857142857142857
nar,0.1,17,AUMScorer,0.9584607917994136
ncar,0.2,8,AUMScorer,0.9468321567791064
nar,0.3,8,RandomForestScorer,0.8037962441731942
ncar,0.15,15,RandomForestScorer,0.8470634266680117
nar,0.35,2,AUMScorer,0.9610759138378074
nar,0.15,6,ModelScorer,0.8571428571428571
nnar,0.5,18,RandomForestScorer,0.7195532825370821
nnar,0.35,8,RandomForestScorer,0.7425104081861265
nar,0.15,8,AUMScorer,0.9532216409573152
nnar,0.15,8,AUMScorer,0.9228080407670388
nnar,0.15,14,RandomForestScorer,0.8084528682988475
nnar,0.05,11,ModelScorer,1.0
ncar,0.45,8,RandomForestScorer,0.7690731017078709
nar,0.4,1,AUMScorer,0.496297437009182
nnar,0.2,15,ModelScorer,0.9285714285714284
ncar,0.4,9,RandomForestScorer,0.7902761286789977
nnar,0.25,5,ModelScorer,0.7142857142857142
nar,0.2,6,ModelScorer,0.9285714285714284
nnar,0.45,1,AUMScorer,0.9425875105195812
nnar,0.25,7,AUMScorer,0.5156372556872243
nnar,0.4,8,RandomForestScorer,0.7599670824070455
nar,0.3,10,AUMScorer,0.490438461579925
nnar,0.2,14,RandomForestScorer,0.8053049804066913
nar,0.35,8,ModelScorer,0.8571428571428571
nnar,0.35,8,ModelScorer,0.5
ncar,0.05,6,AUMScorer,0.981265020965502
nnar,0.35,10,AUMScorer,0.9434683311733868
ncar,0.05,12,RandomForestScorer,0.9076912026823803
ncar,0.45,8,ModelScorer,0.7857142857142856
nnar,0.3,17,RandomForestScorer,0.7370452461904204
nar,0.4,9,RandomForestScorer,0.7947282174606648
ncar,0.3,0,AUMScorer,0.9517093698645432
nnar,0.05,5,AUMScorer,0.944685845856444
nnar,0.4,17,ModelScorer,0.7142857142857143
ncar,0.2,17,RandomForestScorer,0.8227720307778754
nnar,0.45,7,ModelScorer,0.5
ncar,0.15,18,AUMScorer,0.5139951151597797
ncar,0.25,7,RandomForestScorer,0.8155070570924183
nar,0.1,17,RandomForestScorer,0.8664466130683308
ncar,0.3,19,RandomForestScorer,0.8029760217738204
nnar,0.4,10,AUMScorer,0.6536740211170948
nar,0.35,2,RandomForestScorer,0.7874600038054046
nar,0.5,12,AUMScorer,0.9592750757921246
ncar,0.05,12,ModelScorer,0.9285714285714284
nnar,0.15,17,RandomForestScorer,0.7720017479417474
nar,0.15,8,RandomForestScorer,0.8405262293287007
nnar,0.3,18,RandomForestScorer,0.7441631969823942
nnar,0.1,18,AUMScorer,0.9493842498302816
ncar,0.4,12,AUMScorer,0.5016428233603567
ncar,0.45,2,AUMScorer,0.9743081043724086
ncar,0.4,18,RandomForestScorer,0.7903140134438151
ncar,0.5,0,ModelScorer,0.8571428571428571
nar,0.4,1,RandomForestScorer,0.7850857741753307
ncar,0.35,18,ModelScorer,0.7142857142857142
ncar,0.2,17,ModelScorer,0.9285714285714284
nar,0.25,1,AUMScorer,0.9565793898438916
ncar,0.25,7,ModelScorer,0.8571428571428572
nnar,0.25,7,RandomForestScorer,0.8099140438252063
nar,0.3,19,RandomForestScorer,0.7597042890100931
nnar,0.2,17,AUMScorer,0.6300127198315486
nnar,0.45,1,RandomForestScorer,0.7817784898832335
nar,0.5,13,RandomForestScorer,0.5945660010919329
nnar,0.4,11,AUMScorer,0.5457427052300338
nar,0.1,19,AUMScorer,0.9278466859694368
nnar,0.1,5,ModelScorer,0.8571428571428572
nar,0.15,17,ModelScorer,0.8571428571428571
nnar,0.15,17,ModelScorer,0.7857142857142857
nnar,0.35,19,RandomForestScorer,0.7392741532732287
nnar,0.3,18,ModelScorer,0.7857142857142857
nar,0.4,10,ModelScorer,0.7857142857142857
ncar,0.1,7,ModelScorer,0.9285714285714286
nar,0.4,12,AUMScorer,0.9553231473739392
ncar,0.4,18,ModelScorer,0.8571428571428572
ncar,0.1,9,AUMScorer,0.9257320975371648
nnar,0.45,10,ModelScorer,0.6428571428571428
nnar,0.25,16,ModelScorer,0.8571428571428572
nnar,0.5,0,ModelScorer,0.5
ncar,0.25,10,RandomForestScorer,0.8100646394312241
nnar,0.45,12,AUMScorer,0.9603517011972912
nnar,0.05,5,RandomForestScorer,0.8984143101438803
nar,0.05,5,RandomForestScorer,0.9083495554608372
ncar,0.3,0,RandomForestScorer,0.7987693824532411
nnar,0.5,2,AUMScorer,0.9676604629766896
nar,0.45,1,ModelScorer,0.7142857142857142
nar,0.5,13,ModelScorer,0.6428571428571428
nar,0.3,19,ModelScorer,0.7142857142857143
ncar,0.2,11,AUMScorer,0.957587143728855
nar,0.5,15,AUMScorer,0.4953792816318726
nnar,0.4,19,RandomForestScorer,0.7263222552369156
ncar,0.15,18,RandomForestScorer,0.8446056000204906
nar,0.35,5,AUMScorer,0.9604259326202244
nnar,0.35,19,ModelScorer,0.7142857142857142
nar,0.15,9,ModelScorer,0.9285714285714284
nar,0.15,11,AUMScorer,0.8969238020698567
nnar,0.05,14,ModelScorer,0.8571428571428571
ncar,0.3,9,ModelScorer,0.8571428571428571
ncar,0.5,3,ModelScorer,0.7857142857142857
ncar,0.45,11,RandomForestScorer,0.772215388276894
nnar,0.05,16,AUMScorer,0.927415636328743
ncar,0.25,10,ModelScorer,0.8571428571428572
nar,0.05,5,ModelScorer,0.8571428571428571
nar,0.2,9,ModelScorer,0.7857142857142857
nnar,0.25,10,AUMScorer,0.6715426243721832
nar,0.25,1,RandomForestScorer,0.8076847545900456
nar,0.2,11,AUMScorer,0.974331662851478
ncar,0.5,2,RandomForestScorer,0.769497986025579
nnar,0.4,11,RandomForestScorer,0.787252721407913
nar,0.3,13,AUMScorer,0.939012378931276
nnar,0.2,17,RandomForestScorer,0.779811378193864
nar,0.35,11,ModelScorer,0.8571428571428571
nnar,0.3,1,AUMScorer,0.9511307986185884
nar,0.35,13,AUMScorer,0.9660664838682316
nnar,0.35,13,AUMScorer,0.9439633870811708
ncar,0.05,15,RandomForestScorer,0.9118817820013866
ncar,0.15,0,ModelScorer,0.8571428571428571
ncar,0.45,11,ModelScorer,0.7857142857142856
nnar,0.15,19,AUMScorer,0.963202311958041
ncar,0.45,13,AUMScorer,0.4991505243956882
nar,0.4,12,RandomForestScorer,0.7905191456760774
ncar,0.3,3,AUMScorer,0.914083171851168
nar,0.25,2,RandomForestScorer,0.8072234224718794
ncar,0.1,9,RandomForestScorer,0.8708658685146129
nnar,0.5,2,RandomForestScorer,0.7547224903381817
nnar,0.1,2,AUMScorer,0.9403568938280488
nar,0.15,14,AUMScorer,0.936721531150999
nnar,0.1,8,RandomForestScorer,0.8054476714793123
nar,0.35,5,RandomForestScorer,0.7928482418814066
ncar,0.05,15,ModelScorer,1.0
ncar,0.05,17,AUMScorer,0.9093831567920574
nar,0.15,11,RandomForestScorer,0.8472487821066323
nar,0.05,8,ModelScorer,0.9285714285714284
ncar,0.25,19,ModelScorer,0.8571428571428572
nnar,0.4,14,RandomForestScorer,0.7373827044013006
nnar,0.05,16,RandomForestScorer,0.856484332453576
ncar,0.5,5,RandomForestScorer,0.7797656645246214
nar,0.25,2,ModelScorer,0.7857142857142857
nar,0.25,4,AUMScorer,0.5132943129206085
nnar,0.5,3,RandomForestScorer,0.7043233367783838
nar,0.45,4,RandomForestScorer,0.7802422524461977
nar,0.35,14,ModelScorer,0.5714285714285715
nnar,0.3,2,ModelScorer,0.5714285714285714
nnar,0.25,10,RandomForestScorer,0.787326890698549
ncar,0.25,12,AUMScorer,0.9504824328014114
nnar,0.3,4,AUMScorer,0.9400564925807506
nar,0.2,11,RandomForestScorer,0.8278766763404787
nnar,0.1,8,ModelScorer,0.8571428571428572
ncar,0.05,18,RandomForestScorer,0.9070910533214156
ncar,0.4,2,ModelScorer,0.7857142857142857
nnar,0.3,1,RandomForestScorer,0.7572422529866774
nar,0.35,13,RandomForestScorer,0.7993256400304078
nar,0.4,15,AUMScorer,0.8804559048475091
nnar,0.4,1,ModelScorer,0.5
nar,0.05,2,AUMScorer,0.9106525520156036
ncar,0.1,12,AUMScorer,0.943913482194793
nnar,0.45,13,ModelScorer,0.7857142857142856
ncar,0.5,5,ModelScorer,0.7857142857142857
nnar,0.25,19,ModelScorer,0.7857142857142858
ncar,0.15,2,AUMScorer,0.5144013046120915
nnar,0.5,3,ModelScorer,0.7142857142857142
nnar,0.45,15,AUMScorer,0.4971347863472339
ncar,0.25,13,RandomForestScorer,0.8110651389607716
nar,0.1,1,RandomForestScorer,0.8642078011382963
ncar,0.3,3,RandomForestScorer,0.798825082773838
nnar,0.5,5,AUMScorer,0.5044049183047905
nar,0.45,4,ModelScorer,0.7142857142857142
nar,0.45,6,AUMScorer,0.9516821758079176
nar,0.5,18,AUMScorer,0.4967988667402322
nnar,0.15,1,RandomForestScorer,0.807417774228597
ncar,0.05,18,ModelScorer,1.0
nar,0.15,14,RandomForestScorer,0.8406027316482795
nnar,0.05,17,ModelScorer,1.0
ncar,0.3,12,ModelScorer,0.8571428571428571
ncar,0.45,14,RandomForestScorer,0.7725617790946058
ncar,0.35,2,ModelScorer,0.7857142857142857
ncar,0.2,1,ModelScorer,0.8571428571428571
nnar,0.05,19,AUMScorer,0.9203866191373244
ncar,0.5,8,AUMScorer,0.4960268160137301
ncar,0.25,13,ModelScorer,0.7142857142857142
nnar,0.2,1,RandomForestScorer,0.7879206274966057
ncar,0.1,18,ModelScorer,1.0
ncar,0.25,15,AUMScorer,0.9507025724825652
nar,0.3,3,RandomForestScorer,0.8038994127762878
nar,0.1,3,AUMScorer,0.9393057082318804
nnar,0.25,13,AUMScorer,0.942321383100949
nar,0.25,4,RandomForestScorer,0.8117821148113818
nar,0.2,14,AUMScorer,0.5283056717086215
nnar,0.15,1,ModelScorer,0.8571428571428571
nnar,0.35,3,RandomForestScorer,0.7916379084448125
nnar,0.3,4,RandomForestScorer,0.7362119109640197
nar,0.35,16,AUMScorer,0.9571549468151328
nar,0.05,11,RandomForestScorer,0.9095391500771464
ncar,0.15,5,AUMScorer,0.9335126346334256
ncar,0.45,16,AUMScorer,0.4975002432083908
nar,0.45,7,ModelScorer,0.7857142857142857
ncar,0.5,14,ModelScorer,0.6428571428571428
nar,0.25,13,ModelScorer,0.8571428571428572
nar,0.4,15,RandomForestScorer,0.7898455106843063
nnar,0.5,8,AUMScorer,0.5230263361653471
nar,0.1,4,AUMScorer,0.9268342817432236
nar,0.3,3,ModelScorer,0.7857142857142857
ncar,0.1,12,RandomForestScorer,0.8712921971256704
ncar,0.15,2,RandomForestScorer,0.8427981867933035
nnar,0.45,15,RandomForestScorer,0.6816484029168182
nnar,0.35,3,ModelScorer,0.7142857142857142
nar,0.45,6,RandomForestScorer,0.7678588559174776
nnar,0.1,11,RandomForestScorer,0.7889778139141623
ncar,0.35,5,ModelScorer,0.7857142857142857
nar,0.05,11,ModelScorer,0.9285714285714284
ncar,0.35,7,AUMScorer,0.962879415819878
ncar,0.15,11,ModelScorer,0.9285714285714284
nar,0.3,4,ModelScorer,0.7142857142857142
nnar,0.2,4,AUMScorer,0.9267819634520464
nnar,0.5,14,ModelScorer,0.6428571428571428
nnar,0.05,19,RandomForestScorer,0.8827233479027865
ncar,0.5,8,RandomForestScorer,0.7689086061230302
ncar,0.3,14,RandomForestScorer,0.8006851604014416
nar,0.2,17,AUMScorer,0.8256638323167401
nar,0.25,7,AUMScorer,0.940326909106216
nnar,0.25,13,RandomForestScorer,0.7407633825419907
nnar,0.3,7,AUMScorer,0.8216573418969342
nar,0.35,19,AUMScorer,0.9545904220995136
nar,0.2,14,RandomForestScorer,0.8274866146924788
nnar,0.1,11,ModelScorer,0.8571428571428571
nnar,0.3,13,RandomForestScorer,0.7509528141482362
ncar,0.4,5,ModelScorer,0.7857142857142857
nnar,0.1,13,AUMScorer,0.9410585882190932
ncar,0.4,7,AUMScorer,0.9199621420257202
ncar,0.45,19,AUMScorer,0.4927705781091432
nar,0.35,16,RandomForestScorer,0.794959532085971
ncar,0.5,17,ModelScorer,0.8571428571428571
nar,0.4,18,AUMScorer,0.9758539343412052
nnar,0.4,4,ModelScorer,0.7857142857142857
ncar,0.15,5,RandomForestScorer,0.848592715683722
ncar,0.1,15,AUMScorer,0.9577354950320388
ncar,0.2,4,RandomForestScorer,0.8262190019721314
nar,0.5,8,RandomForestScorer,0.7519030205655262
nnar,0.4,6,AUMScorer,0.955401368997377
nnar,0.5,8,RandomForestScorer,0.7144909379061208
nnar,0.45,18,AUMScorer,0.5057361518067485
ncar,0.5,10,AUMScorer,0.9641716016791484
nar,0.1,4,RandomForestScorer,0.8708892791198767
nar,0.45,9,AUMScorer,0.9682573602865716
nnar,0.1,14,RandomForestScorer,0.8423388934755695
nnar,0.15,4,RandomForestScorer,0.8315594714057906
nar,0.4,5,ModelScorer,0.7142857142857142
ncar,0.3,15,ModelScorer,0.7857142857142857
nar,0.1,13,ModelScorer,0.9285714285714286
ncar,0.2,4,ModelScorer,0.9285714285714286
ncar,0.35,7,RandomForestScorer,0.7961921441974151
ncar,0.3,17,AUMScorer,0.9562256882874196
nar,0.5,8,ModelScorer,0.5714285714285714
ncar,0.5,11,AUMScorer,0.4920414348195684
nar,0.05,13,RandomForestScorer,0.9069297855844718
nar,0.25,16,RandomForestScorer,0.813842235040356
nar,0.3,0,AUMScorer,0.5158752075441371
nnar,0.2,4,RandomForestScorer,0.7689382120706739
ncar,0.2,6,AUMScorer,0.9671059093183908
ncar,0.25,18,AUMScorer,0.5122058744300247
nar,0.3,6,RandomForestScorer,0.8005895407763702
nar,0.5,0,RandomForestScorer,0.7485380547754792
nar,0.2,17,RandomForestScorer,0.823324957756323
nnar,0.1,14,ModelScorer,0.8571428571428572
nar,0.1,6,AUMScorer,0.89432243544965
nar,0.15,4,ModelScorer,0.9285714285714284
nnar,0.35,0,AUMScorer,0.5075951693708992
ncar,0.05,2,RandomForestScorer,0.9089042018690386
nnar,0.1,16,AUMScorer,0.9088423189633572
nnar,0.35,6,RandomForestScorer,0.7570728805975455
nnar,0.15,6,AUMScorer,0.7242192769211259
ncar,0.45,0,AUMScorer,0.4927044777891604
nar,0.35,19,RandomForestScorer,0.7972747991471253
nnar,0.3,7,RandomForestScorer,0.7543015259981045
nnar,0.4,7,ModelScorer,0.7142857142857143
nnar,0.2,13,ModelScorer,0.5714285714285714
ncar,0.4,7,RandomForestScorer,0.7880764999951524
ncar,0.2,7,RandomForestScorer,0.8235823376985165
nnar,0.25,3,ModelScorer,0.7142857142857142
ncar,0.15,8,AUMScorer,0.9596316486019868
nar,0.25,16,ModelScorer,0.9285714285714286
nnar,0.5,11,AUMScorer,0.9522993257491504
nar,0.4,18,RandomForestScorer,0.7922930795984722
nar,0.3,6,ModelScorer,0.6428571428571428
nnar,0.2,6,AUMScorer,0.9635322297147032
nar,0.45,12,AUMScorer,0.4970272783170422
ncar,0.5,19,AUMScorer,0.4999938789084926
nar,0.25,18,AUMScorer,0.8848674074071379
ncar,0.1,15,RandomForestScorer,0.8683466117831344
nar,0.5,2,AUMScorer,0.973946025438732
nnar,0.3,16,ModelScorer,0.6428571428571428
ncar,0.05,2,ModelScorer,1.0
nnar,0.4,6,RandomForestScorer,0.7654385226323602
nnar,0.45,18,RandomForestScorer,0.73692199975496
nnar,0.35,6,ModelScorer,0.7142857142857142
ncar,0.05,4,AUMScorer,0.8986839127225165
ncar,0.4,16,ModelScorer,0.7857142857142856
ncar,0.4,8,RandomForestScorer,0.7872452114082713
nnar,0.05,1,ModelScorer,0.9285714285714284
ncar,0.2,7,ModelScorer,0.9285714285714284
nnar,0.05,3,AUMScorer,0.91558743447281
ncar,0.35,10,AUMScorer,0.9139685967614212
nnar,0.4,15,ModelScorer,0.7142857142857142
ncar,0.15,14,ModelScorer,0.8571428571428571
nar,0.05,16,AUMScorer,0.9435387259019026
nar,0.3,9,RandomForestScorer,0.8021302451702806
nnar,0.2,7,AUMScorer,0.6012179830920102
ncar,0.15,16,AUMScorer,0.9437282894186508
nar,0.15,7,ModelScorer,0.8571428571428571
nnar,0.5,17,ModelScorer,0.5
ncar,0.5,11,RandomForestScorer,0.7757674071599298
nar,0.1,15,RandomForestScorer,0.8708406484846096
